,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
1152,"Chateau Clement Pichon, Haut Medoc",33279,chateau-clement-pichon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,85.22,A,10,,
1153,"M. Chapoutier, La Petite Ruche, Crozes Hermitage",99612,m-chapoutier-la-petite-ruche-crozes-hermitage,Crozes Hermitage,crozes-hermitage,Red,,['Rhone'],France,,2008,2018-03-29,False,85.22,A,3,,
1154,"Chateau Labegorce Zede, Margaux",37831,chateau-labegorce-zede-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2008,2018-03-29,False,85.22,C+,4,1011801.0,10118012008.0
1155,"Chateau Mongravey, Margaux",39383,chateau-mongravey-margaux,Margaux,margaux,Red,,['Bordeaux'],France,Cru Bourgeois,2009,2018-03-29,False,85.21,C+,6,,
1156,"Chateau Beaumont, Haut Medoc",32364,chateau-beaumont-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,85.2,B,10,1006364.0,10063642011.0
1157,"Domaine De Courteillac, Bordeaux Superieur",54138,domaine-de-courteillac-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2006,2018-03-29,False,85.19,B+,4,,
1158,"Chateau De Lamarque, Haut Medoc",34444,chateau-de-lamarque-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2005,2018-03-29,False,85.19,B,7,,
1159,"Chateau Martinat, Cotes De Bourg",39132,chateau-martinat-cotes-de-bourg,Cotes De Bourg,cotes-de-bourg,Red,,['Bordeaux'],France,,2005,2018-03-29,False,85.18,C+,3,,
1160,"Chateau Bois Pertuis, Bordeaux",32688,chateau-bois-pertuis-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2012,2018-03-29,False,85.18,A,3,,
1161,"Chateau Crabitey, Graves",33478,chateau-crabitey-graves,Graves,graves,Red,,['Bordeaux'],France,,2014,2018-03-29,False,85.17,A,5,,
1162,"Chateau De Respide, Cuvee Callipyge, Graves",34775,chateau-de-respide-cuvee-callipyge-graves,Graves,graves,Red,,['Bordeaux'],France,,2015,2018-03-29,False,85.16,C,5,,
1163,"Chateau Lamothe-Vincent, Cuvee Heritage, Bordeaux Superieur",38041,chateau-lamothe-vincent-cuvee-heritage-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2012,2018-03-29,False,85.16,B,3,,
1164,"Domaine De Courteillac, Bordeaux Superieur",54138,domaine-de-courteillac-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2008,2018-03-29,False,85.13,A+,5,,
1165,"Chateau Talbot, Connetable Talbot, Saint Julien",41124,chateau-talbot-connetable-talbot-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2013,2018-03-29,False,85.13,B+,7,1008720.0,10087202013.0
1166,"Chateau L'Enclos, Pomerol",36958,chateau-lenclos-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,85.11,C,3,1009570.0,10095702007.0
1167,"Chateau D'Angludet, Margaux",33557,chateau-dangludet-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2013,2018-03-29,False,85.11,B,15,1006058.0,10060582013.0
1168,"Chateau Caronne Ste Gemme, Haut Medoc",33093,chateau-caronne-ste-gemme-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2013,2018-03-29,False,85.1,C+,5,1007824.0,10078242013.0
1169,"Chateau Tour De Pez, Saint Estephe",41391,chateau-tour-de-pez-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,85.1,B,6,1015711.0,10157112013.0
1170,"Chateau Tour De Mirambeau, Cuvee Passion, Bordeaux",41383,chateau-tour-de-mirambeau-cuvee-passion-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2005,2018-03-29,False,85.09,B,4,,
1171,"Chateau Larose Trintaudon, Haut Medoc",38120,chateau-larose-trintaudon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2008,2018-03-29,False,85.09,A+,4,,
1172,"Chateau Montviel, Pomerol",39491,chateau-montviel-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,85.09,C+,5,,
1173,"Chateau De Lamarque, Haut Medoc",34444,chateau-de-lamarque-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2013,2018-03-29,False,85.08,B,14,,
1174,"Chateau Vray Croix De Gay, Pomerol",41789,chateau-vray-croix-de-gay-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,85.08,B,5,,
1175,"Chateau Desmirail, Margaux",35197,chateau-desmirail-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2013,2018-03-29,False,85.08,B,16,1009349.0,10093492013.0
1176,"Chateau Penin, Les Cailloux, Bordeaux Superieur",39848,chateau-penin-les-cailloux-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2005,2018-03-29,False,85.07,A,3,,
1177,"Chateau Bellegrave, Pomerol",32509,chateau-bellegrave-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,85.06,B,5,,
1178,"Chateau Hostens-Picant, Sainte-Foy-Bordeaux",36779,chateau-hostens-picant-sainte-foy-bordeaux,Sainte-Foy-Bordeaux,sainte-foy-bordeaux,Red,,['Bordeaux'],France,,2008,2018-03-29,False,85.05,C+,3,,
1179,"Chateau Lascombes, Chevalier De Lascombes, Margaux",38153,chateau-lascombes-chevalier-de-lascombes-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2012,2018-03-29,False,85.03,C+,6,,
1180,"Vignobles Baylet, Chateau Landereau, Bordeaux Superieur",139946,vignobles-baylet-chateau-landereau-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2012,2018-03-29,False,85.03,B,3,,
1181,"Chateau Andron-Blanquet, Saint Estephe",32163,chateau-andron-blanquet-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2013,2018-03-29,False,85.01,B+,4,,
1182,"Chateau Larose Trintaudon, Haut Medoc",38120,chateau-larose-trintaudon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2005,2018-03-29,False,84.98,B,5,,
1183,"Chateau L'Isle Fort, Bordeaux Superieur",36995,chateau-lisle-fort-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.97,A,5,,
1184,"Chateau La Cardonne, Medoc",37082,chateau-la-cardonne-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,84.97,B,10,,
1185,"Chateau Monbrison, Margaux",39353,chateau-monbrison-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.97,B,16,1013195.0,10131952013.0
1186,"Chateau Bernadotte, Haut Medoc",32585,chateau-bernadotte-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.97,B+,11,1007042.0,10070422013.0
1187,"Vignobles Andre Lurton, Chateau Bonnet, Reserve, Bordeaux",139899,vignobles-andre-lurton-chateau-bonnet-reserve-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2014,2018-03-29,False,84.96,C+,3,,
1188,"Baron Edmond De Rothschild, Chateau Clarke, Listrac Medoc",8775,baron-edmond-de-rothschild-chateau-clarke-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.96,B,11,1008166.0,10081662013.0
1189,"Chateau Fourcas Dupre, Listrac Medoc",35840,chateau-fourcas-dupre-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.94,B,10,1010325.0,10103252013.0
1190,"Chateau Bourgneuf, Pomerol",32756,chateau-bourgneuf-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.94,B,8,1176027.0,11760272007.0
1191,"Chateau Brane Cantenac, Le Baron De Brane, Margaux",32798,chateau-brane-cantenac-le-baron-de-brane-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.91,B,5,1006289.0,10062892013.0
1192,"Chateau Nenin, La Fugue, Pomerol",39683,chateau-nenin-la-fugue-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.91,B+,6,1010426.0,10104262007.0
1193,"Chateau Brillette, Moulis En Medoc",32820,chateau-brillette-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.9,C+,4,1007358.0,10073582013.0
1194,"Chateau Clement Pichon, Haut Medoc",33279,chateau-clement-pichon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.89,C+,9,,
1195,"Chateau De Braude, Haut Medoc",33837,chateau-de-braude-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2006,2018-03-29,False,84.88,C,3,,
1196,"Chateau Leoville Poyferre, Pavillon De Poyferre, Saint Julien",38505,chateau-leoville-poyferre-pavillon-de-poyferre-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.88,B,4,1155886.0,11558862013.0
1197,"Chateau Tour De Pez, Saint Estephe",41391,chateau-tour-de-pez-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,84.86,B,10,1015711.0,10157112012.0
1198,"Chateau Grand-Pontet, Saint Emilion Grand Cru",36205,chateau-grand-pontet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2013,2018-03-29,False,84.86,C+,8,1010761.0,10107612013.0
1199,"Chateau Petit Bocq, Saint Estephe",39887,chateau-petit-bocq-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.85,C,4,1013948.0,10139482013.0
1200,"Chateau Hostens-Picant, Sainte-Foy-Bordeaux",36779,chateau-hostens-picant-sainte-foy-bordeaux,Sainte-Foy-Bordeaux,sainte-foy-bordeaux,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.85,B+,5,,
1201,"Chateau Carteau Cotes Daugay, Saint Emilion Grand Cru",33102,chateau-carteau-cotes-daugay-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2012,2018-03-29,False,84.84,B,5,,
1202,"Chateau Citran, Haut Medoc",33263,chateau-citran-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.84,B,6,1008137.0,10081372007.0
1203,"Chateau Sergant, Lalande De Pomerol",40879,chateau-sergant-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.79,B,4,,
1204,"Chateau Tour De Pez, Saint Estephe",41391,chateau-tour-de-pez-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.78,C+,7,1015711.0,10157112011.0
1205,"Chateau Couhins, Pessac Leognan",33422,chateau-couhins-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.78,B,12,,
1206,"Chateau Rauzan Gassies, Margaux",40349,chateau-rauzan-gassies-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2013,2018-03-29,False,84.77,B+,18,1014596.0,10145962013.0
1207,"Chateau Bergat, Saint Emilion Grand Cru",32581,chateau-bergat-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.76,C+,4,,
1208,"Chateau Bois Pertuis, Bordeaux",32688,chateau-bois-pertuis-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.76,B,3,,
1209,"Chateau Cantenac Brown, Brio, Margaux",33018,chateau-cantenac-brown-brio-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.74,C+,5,,
1210,"Denis Dubourdieu, Clos Floridene, Graves",50211,denis-dubourdieu-clos-floridene-graves,Graves,graves,Red,,['Bordeaux'],France,,2003,2018-03-29,False,84.74,C,4,1008326.0,10083262003.0
1211,"Chateau Labegorce Margaux, Margaux",37834,chateau-labegorce-margaux-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2001,2018-03-29,False,84.74,B,7,1011797.0,10117972001.0
1212,"Chateau Du Glana, Saint Julien",35366,chateau-du-glana-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.73,B,5,1010572.0,10105722013.0
1213,"Chateau Malescasse, Haut Medoc",39007,chateau-malescasse-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,84.73,B,15,,
1214,"Chateau De Parenchere, Cuvee Raphael, Bordeaux Superieur",34707,chateau-de-parenchere-cuvee-raphael-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2009,2018-03-29,False,84.72,C,3,,
1215,"Chateau Chantemerle, Medoc",33204,chateau-chantemerle-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2018-03-29,False,84.71,C,5,,
1216,"Chateau La Cardonne, Medoc",37082,chateau-la-cardonne-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.71,B,6,,
1217,"Chateau Bournac, Medoc",32757,chateau-bournac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.7,B,5,,
1218,"Chateau Maucamps, Haut Medoc",39171,chateau-maucamps-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,84.69,C+,6,,
1219,"Chateau Du Glana, Saint Julien",35366,chateau-du-glana-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.69,C,5,1010572.0,10105722011.0
1220,"Chateau Haut Bages Liberal, Pauillac",36354,chateau-haut-bages-liberal-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2007,2018-03-29,False,84.69,B+,8,1200560.0,12005602007.0
1221,"Chateau Cordeillan-Bages, Pauillac",33369,chateau-cordeillan-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2012,2018-03-29,False,84.68,C,3,,
1222,"Clos Rene, Pomerol",44049,clos-rene-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.68,C+,6,1008472.0,10084722013.0
1223,"Chateau Reysson, Haut Medoc",40409,chateau-reysson-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.67,B,7,,
1224,"Les Chenes De Bouscaut, Pessac Leognan",95728,les-chenes-de-bouscaut-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2012,2018-03-29,False,84.67,C+,4,,
1225,"Chateau La Conseillante, Duo De Conseillante, Pomerol",68229,chateau-la-conseillante-duo-de-conseillante-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.66,B,4,1196665.0,11966652007.0
1226,"Chateau La Pointe, Pomerol",37601,chateau-la-pointe-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,1999,2018-03-29,False,84.66,C,5,1014280.0,10142801999.0
1227,"Chateau La Bridane, Saint Julien",37069,chateau-la-bridane-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.66,A,3,,
1228,"Chateau Maucamps, Haut Medoc",39171,chateau-maucamps-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.64,C+,3,,
1229,"Chateau De Camensac, Haut Medoc",33877,chateau-de-camensac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2006,2018-03-29,False,84.64,B,9,1007505.0,10075052006.0
1230,"Chateau Lynch-Moussas, Pauillac",38919,chateau-lynch-moussas-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2000,2018-03-29,False,84.64,C+,6,1012589.0,10125892000.0
1231,"Chateau Clement Pichon, Haut Medoc",33279,chateau-clement-pichon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2006,2018-03-29,False,84.62,B,6,,
1232,"Chateau Bonalgue, Pomerol",32703,chateau-bonalgue-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.62,B,10,,
1233,"Ducourt, Chateau Larroque, Bordeaux",68084,ducourt-chateau-larroque-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2010,2018-03-29,False,84.61,C+,3,,
1234,"Chateau La Tour De Mons, Margaux",37756,chateau-la-tour-de-mons-margaux,Margaux,margaux,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.59,A,9,1015681.0,10156812013.0
1235,"Chateau Bellevue De Tayac, Margaux",32524,chateau-bellevue-de-tayac-margaux,Margaux,margaux,Red,,['Bordeaux'],France,Cru Bourgeois,2012,2018-03-29,False,84.55,C+,10,,
1236,"Chateau Soutard, Saint Emilion Grand Cru",40970,chateau-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1981,2018-03-29,False,84.54,B,4,1015346.0,10153461981.0
1237,"Chateau De Beauregard Ducourt, Bordeaux",33722,chateau-de-beauregard-ducourt-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2010,2018-03-29,False,84.54,A+,3,,
1238,"Jean Philippe Janoueix, Chateau Croix Mouton, Bordeaux Superieur",87870,jean-philippe-janoueix-chateau-croix-mouton-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2005,2018-03-29,False,84.54,C+,4,1009062.0,10090622005.0
1239,"Chateau Puygueraud, Francs Cotes De Bordeaux",40303,chateau-puygueraud-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2004,2018-03-29,False,84.54,C+,7,1014525.0,10145252004.0
1240,"Chateau De Sales, Pomerol",34852,chateau-de-sales-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.53,C,3,1014990.0,10149902011.0
1241,"Chateau Blaignan, Medoc",32660,chateau-blaignan-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.51,B,5,,
1242,"Chateau Bernadotte, Haut Medoc",32585,chateau-bernadotte-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2006,2018-03-29,False,84.51,C+,8,1007042.0,10070422006.0
1243,"Chateau Belle-Vue, Haut Medoc",32492,chateau-belle-vue-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2003,2018-03-29,False,84.51,C+,4,1006755.0,10067552003.0
1244,"Chateau Thieuley, Bordeaux",41253,chateau-thieuley-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2014,2018-03-29,False,84.5,B+,10,,
1245,"Clos De La Vieille Eglise, Pomerol",43619,clos-de-la-vieille-eglise-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.5,B,9,,
1246,"Clos Beauregard, Pomerol",43509,clos-beauregard-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.48,C+,6,,
1247,"Chateau Ramafort, Medoc",40335,chateau-ramafort-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2009,2018-03-29,False,84.45,C+,4,,
1248,"Chateau La Bridane, Saint Julien",37069,chateau-la-bridane-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2005,2018-03-29,False,84.45,A+,3,,
1249,"Chateau Tour Des Termes, Saint Estephe",41399,chateau-tour-des-termes-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.45,B+,6,,
1250,"Chateau Segur De Cabanac, Saint Estephe",40864,chateau-segur-de-cabanac-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.44,C,3,,
1251,"Chateau Larose Trintaudon, Haut Medoc",38120,chateau-larose-trintaudon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.43,C,4,,
1252,"Chateau Vieux Maillet, Pomerol",41675,chateau-vieux-maillet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.43,C+,7,,
1253,"Chateau Preuillac, Medoc",40222,chateau-preuillac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2013,2018-03-29,False,84.42,A,10,,
1254,"Ad Vitam Aeternam, Bordeaux",1009,ad-vitam-aeternam-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2012,2018-03-29,False,84.41,C,4,,
1255,"Chateau Croizet-Bages, Pauillac",33504,chateau-croizet-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2013,2018-03-29,False,84.39,B,18,1009150.0,10091502013.0
1256,"Chateau La Croix Du Casse, Pomerol",37223,chateau-la-croix-du-casse-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.37,B+,7,1009004.0,10090042013.0
1257,"Chateau Marquis De Terme, Margaux",39109,chateau-marquis-de-terme-margaux,Margaux,margaux,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2007,2018-03-29,False,84.37,C+,8,1012837.0,10128372007.0
1258,"Chateau Caillou, Blanc, Sauternes",32910,chateau-caillou-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,2eme Grand Cru classé en 1855,2006,2018-03-29,False,84.37,C,7,,
1259,"Chateau Peyrat-Fourthon, Haut Medoc",39960,chateau-peyrat-fourthon-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.36,C+,5,,
1260,"Chateau L'Ecuyer, Pomerol",36950,chateau-lecuyer-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.35,C+,7,,
1261,"Chateau Mont Perat, Premieres Cotes De Bordeaux",39409,chateau-mont-perat-premieres-cotes-de-bordeaux,Premieres Cotes De Bordeaux,premieres-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2005,2018-03-29,False,84.34,C+,4,,
1262,"Chateau Citran, Haut Medoc",33263,chateau-citran-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2011,2018-03-29,False,84.32,B,13,1008137.0,10081372011.0
1263,"Chateau Citran, Haut Medoc",33263,chateau-citran-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2006,2018-03-29,False,84.31,C,6,1008137.0,10081372006.0
1264,"Chateau La Tour De By, Medoc",37752,chateau-la-tour-de-by-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.29,B,11,1015522.0,10155222013.0
1265,"Chateau Petit Bocq, Saint Estephe",39887,chateau-petit-bocq-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.29,C+,7,1013948.0,10139482011.0
1266,"Chateau La Bessane, Margaux",37030,chateau-la-bessane-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.22,B,3,,
1267,"Chateau Marjosse, Bordeaux",39086,chateau-marjosse-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2007,2018-03-29,False,84.22,B,4,,
1268,"Chateau Brillette, Moulis En Medoc",32820,chateau-brillette-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2011,2018-03-29,False,84.21,C+,6,1007358.0,10073582011.0
1269,"Chateau Croizet-Bages, Pauillac",33504,chateau-croizet-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2008,2018-03-29,False,84.2,C,15,1009150.0,10091502008.0
1270,"Vignobles Despagne Rapin, Chateau La Rose Figeac, Pomerol",140004,vignobles-despagne-rapin-chateau-la-rose-figeac-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2013,2018-03-29,False,84.2,C,3,,
